order_id,customer_id,segment,date,product,category,region,city,quantity,unit_price,discount,Revenue ,Profit
ORD-003087,CUST-2999,Consumer,2023-11-23,USB Hub,Technology,East,Boston,1,43.3,0.0,43.3,7.59
ORD-003088,CUST-2440,Consumer,2022-12-07,Tablet,Technology,Central,Houston,3,501.04,0.0,1503.12,290.6
ORD-003089,CUST-2639,Corporate,2024-12-28,Tablet,Technology,Central,Chicago,1,546.61,0.05,519.28,82.9
ORD-003090,CUST-3488,Corporate,2023-12-11,Tape Dispenser,Office Supplies,West,Seattle,1,10.27,0.15,8.73,2.87
ORD-003091,CUST-2552,Corporate,2022-03-14,Standing Desk,Furniture,East,Philadelphia,2,641.19,0.1,1154.14,272.8
ORD-003092,CUST-1413,Consumer,2023-11-23,Calendar,Office Supplies,West,Denver,4,15.43,0.15,52.46,17.5
ORD-003093,CUST-1848,Home Office,2024-01-19,USB Hub,Technology,East,Atlanta,2,37.48,0.0,74.96,9.92
ORD-003094,CUST-1600,Consumer,2023-03-06,Monitor,Technology,South,Tampa,2,305.88,0.0,611.76,137.21
ORD-003095,CUST-3881,Consumer,2023-05-07,Headphones,Technology,East,Boston,1,191.96,0.15,163.17,35.02
ORD-003096,CUST-2520,Consumer,2022-12-04,Notebook,Office Supplies,West,Phoenix,3,12.84,0.05,36.59,13.98
ORD-003097,CUST-1567,Home Office,2023-06-22,Bookshelf,Furniture,South,Nashville,1,213.67,0.0,213.67,47.26
ORD-003098,CUST-1128,Corporate,2023-12-02,Sticky Notes,Office Supplies,East,New York,2,6.09,0.15,10.35,3.69
ORD-003099,CUST-1970,Corporate,2024-04-02,Notebook,Office Supplies,East,Miami,6,13.62,0.05,77.63,30.09
ORD-003100,CUST-2155,Consumer,2022-01-28,Whiteboard,Furniture,West,San Francisco,7,163.56,0.2,915.94,164.73
ORD-003101,CUST-1644,Corporate,2023-08-20,Laptop,Technology,West,Los Angeles,2,1115.44,0.0,2230.88,478.87
ORD-003102,CUST-3327,Corporate,2022-08-06,Paper Ream,Office Supplies,East,Philadelphia,4,8.01,0.0,32.04,10.06
ORD-003103,CUST-3033,Corporate,2022-11-09,Binder,Office Supplies,East,Miami,4,8.33,0.1,29.99,9.49
ORD-003104,CUST-3588,Consumer,2024-07-15,Monitor Stand,Furniture,West,San Francisco,1,52.55,0.0,52.55,10.77
ORD-003105,CUST-1418,Consumer,2023-12-15,Keyboard,Technology,West,San Francisco,2,90.31,0.05,171.59,31.83
ORD-003106,CUST-1679,Corporate,2024-11-23,Headphones,Technology,Central,Chicago,5,158.4,0.0,792.0,132.26
ORD-003107,CUST-1736,Consumer,2024-11-28,Office Chair,Furniture,West,Phoenix,4,334.26,0.15,1136.48,217.03
ORD-003108,CUST-2563,Corporate,2022-03-10,Tablet,Technology,Central,Minneapolis,3,557.7,0.1,1505.79,260.31
ORD-003109,CUST-2154,Consumer,2023-10-24,Desk Lamp,Furniture,East,Atlanta,7,58.81,0.0,411.67,101.07
ORD-003110,CUST-3229,Corporate,2022-11-02,Keyboard,Technology,Central,Houston,2,77.55,0.0,155.1,32.72
ORD-003111,CUST-1301,Corporate,2023-11-08,Monitor,Technology,South,Nashville,4,370.55,0.05,1408.09,245.18
ORD-003112,CUST-1498,Home Office,2024-02-19,Tape Dispenser,Office Supplies,Central,,2,11.71,0.0,23.42,7.52
ORD-003113,CUST-1100,Consumer,2022-01-14,Scissors,Office Supplies,Central,,9,10.4,0.05,88.92,29.44
ORD-003114,CUST-2549,Home Office,2022-09-14,Pen Set,Office Supplies,Central,Kansas City,3,17.79,0.0,53.37,18.9
ORD-003115,CUST-1185,Consumer,2023-03-09,Stapler,Office Supplies,Central,Minneapolis,4,24.27,0.1,87.37,26.72
ORD-003116,CUST-1039,Home Office,2024-11-10,Monitor,Technology,Central,Kansas City,4,402.33,,1528.85,330.83
ORD-003117,CUST-3738,Consumer,2024-06-30,Monitor,Technology,West,Los Angeles,5,365.88,0.05,1737.93,245.46
ORD-003118,CUST-2582,Consumer,2023-07-17,Laptop,Technology,East,Atlanta,6,1145.19,0.15,5840.47,877.04
ORD-003119,CUST-2596,Consumer,2023-12-25,Tablet,Technology,East,New York,4,436.74,0.25,1310.22,279.8
ORD-003120,CUST-2863,Corporate,2023-07-05,Bookshelf,Furniture,East,Miami,5,197.74,0.25,741.53,176.99
ORD-003121,CUST-3475,Home Office,2024-12-11,Mouse,Technology,West,Denver,5,45.27,0.25,169.76,29.19
ORD-003122,CUST-1290,Consumer,2024-12-10,Monitor,Technology,East,Atlanta,1,317.87,0.05,301.98,54.51
ORD-003123,CUST-1267,Corporate,2023-12-20,Filing Cabinet,Furniture,East,Miami,5,181.69,0.0,908.45,226.33
ORD-003124,CUST-3186,Corporate,2022-11-01,Desk Lamp,Furniture,South,Tampa,4,66.59,0.25,199.77,37.79
ORD-003125,CUST-1153,Consumer,2023-10-22,Sticky Notes,Office Supplies,Central,Dallas,6,5.19,0.2,24.91,7.66
ORD-003126,CUST-2230,Home Office,2024-03-30,Laptop,Technology,East,Atlanta,3,1108.81,0.1,2993.79,511.77
ORD-003127,CUST-2009,Consumer,2022-01-25,Whiteboard,Furniture,East,Miami,1,166.93,0.1,150.24,25.72
ORD-003128,CUST-1908,Corporate,2022-05-28,Laptop,Technology,Central,Chicago,3,1128.24,0.25,2538.54,425.44
ORD-003129,CUST-1453,Home Office,2024-06-28,Webcam,Technology,Central,Chicago,6,95.99,0.05,547.14,121.05
ORD-003130,CUST-1697,Home Office,2023-07-24,Monitor,Technology,Central,Chicago,2,325.43,0.2,520.69,96.28
ORD-003131,CUST-2732,Consumer,2023-11-16,Webcam,Technology,South,Charlotte,10,107.8,0.0,1078.0,165.52
ORD-003132,CUST-1662,Consumer,2023-12-03,Mouse,Technology,Central,Minneapolis,2,48.06,0.1,86.51,11.32
ORD-003133,CUST-1005,Home Office,2024-01-08,Calendar,Office Supplies,Central,,2,13.64,0.0,27.28,9.52
ORD-003134,CUST-2580,Corporate,2023-12-14,Sticky Notes,Office Supplies,East,Miami,3,5.14,0.0,15.42,5.08
ORD-003135,CUST-2242,Corporate,2023-11-19,Scissors,Office Supplies,East,Miami,2,10.18,0.25,15.27,4.84
ORD-003136,CUST-3294,Corporate,2023-02-06,Stapler,Office Supplies,East,Boston,1,21.39,0.1,19.25,6.8
ORD-003137,CUST-3698,Corporate,2022-11-11,Highlighters,Office Supplies,South,Nashville,2,12.74,0.15,21.66,6.84
ORD-003138,CUST-1509,Home Office,2023-07-15,Standing Desk,Furniture,Central,Dallas,4,714.88,0.1,2573.57,465.92
ORD-003139,CUST-3290,Corporate,2022-01-13,Monitor Stand,Furniture,South,Tampa,1,54.47,0.25,40.85,9.39
ORD-003140,CUST-1497,Consumer,2022-08-31,Filing Cabinet,Furniture,East,Boston,2,167.28,0.15,284.38,63.06
ORD-003141,CUST-2641,Consumer,2023-06-23,USB Hub,Technology,South,Charlotte,2,45.09,0.05,85.67,16.13
ORD-003142,CUST-1020,Corporate,2023-11-03,Storage Ottoman,Furniture,West,Seattle,7,106.75,0.0,747.25,185.11
ORD-003143,CUST-2618,Consumer,2022-07-22,Mouse,Technology,Central,Minneapolis,5,42.1,0.1,189.45,32.82
ORD-003144,CUST-3544,Home Office,2022-04-23,Stapler,Office Supplies,East,Atlanta,5,24.17,0.15,102.72,32.76
ORD-003145,CUST-1226,Consumer,2022-08-16,Office Chair,Furniture,West,Los Angeles,1,339.31,0.0,339.31,67.78
ORD-003146,CUST-3553,Corporate,2023-12-25,Monitor,Technology,West,Denver,4,328.62,0.2,1051.58,160.87
ORD-003147,CUST-2537,Corporate,2022-12-22,Monitor,Technology,West,Denver,4,297.6,0.05,1130.88,166.37
ORD-003148,CUST-1511,Consumer,2023-12-17,Tape Dispenser,Office Supplies,East,Boston,1,9.69,0.2,7.75,2.62
ORD-003149,CUST-3968,Consumer,2024-01-14,Calendar,Office Supplies,East,Miami,1,15.88,0.05,15.09,5.99
ORD-003150,CUST-1085,Consumer,2022-10-06,Stapler,Office Supplies,Central,Kansas City,2,23.43,0.0,46.86,15.55
ORD-003151,CUST-3613,Corporate,2024-09-11,Tape Dispenser,Office Supplies,Central,Chicago,3,10.83,0.2,25.99,8.18
ORD-003152,CUST-3827,Corporate,2023-06-21,Paper Ream,Office Supplies,West,Phoenix,5,7.25,0.0,36.25,11.8
ORD-003153,CUST-2894,Consumer,2022-05-16,Highlighters,Office Supplies,East,Atlanta,6,13.5,0.05,76.95,28.19
ORD-003154,CUST-1934,Corporate,2022-05-19,Mouse,Technology,West,Denver,3,42.86,0.0,128.58,16.97
ORD-003155,CUST-1716,Consumer,2024-07-19,Stapler,Office Supplies,South,Tampa,2,23.56,0.0,47.12,17.97
ORD-003156,CUST-1677,Home Office,2023-10-20,Calendar,Office Supplies,East,Atlanta,7,18.18,0.1,114.53,44.77
ORD-003157,CUST-2140,Corporate,2023-09-10,Printer,Technology,Central,Houston,2,281.02,0.2,449.63,79.36
ORD-003158,CUST-1911,Consumer,2022-06-02,USB Hub,Technology,East,New York,6,42.28,0.2,202.94,30.58
ORD-003159,CUST-2424,Corporate,2023-12-23,Office Chair,Furniture,East,Miami,5,360.15,0.0,1800.75,482.39
ORD-003160,CUST-3497,Consumer,2024-09-13,Notebook,Office Supplies,Central,Dallas,1,13.37,0.2,10.7,3.32
ORD-003161,CUST-1964,Consumer,2023-06-30,Scissors,Office Supplies,Central,Chicago,1,8.84,0.0,8.84,3.19
ORD-003162,CUST-3192,Corporate,2023-12-03,Keyboard,Technology,East,New York,6,92.76,0.2,445.25,85.66
ORD-003163,CUST-1931,Corporate,2024-09-29,Headphones,Technology,Central,Kansas City,1,153.3,0.15,130.31,18.24
ORD-003164,CUST-2293,Corporate,2024-09-28,Scissors,Office Supplies,East,Philadelphia,2,9.59,0.05,18.22,5.55
ORD-003165,CUST-2867,Consumer,2023-11-13,Keyboard,Technology,Central,Houston,1,81.14,0.1,73.03,14.22
ORD-003166,CUST-1426,Consumer,2024-08-06,Highlighters,Office Supplies,South,Tampa,2,13.85,0.0,27.7,9.49
ORD-003167,CUST-2480,Consumer,2022-01-30,Whiteboard,Furniture,West,Los Angeles,1,170.52,0.0,170.52,37.8
ORD-003168,CUST-3288,Consumer,2023-06-02,Tablet,Technology,East,Boston,3,535.4,0.0,1606.2,358.03
ORD-003169,CUST-1340,Consumer,2024-12-04,Bookshelf,Furniture,West,Phoenix,2,211.95,0.0,423.9,75.82
ORD-003170,CUST-1026,Consumer,2022-12-05,Monitor Stand,Furniture,Central,Houston,1,56.8,0.15,48.28,8.98
ORD-003171,CUST-1284,Consumer,2023-06-03,Office Chair,Furniture,West,Phoenix,2,324.28,0.1,583.7,103.66
ORD-003172,CUST-1643,Corporate,2024-03-21,Calendar,Office Supplies,Central,Dallas,3,16.95,0.2,40.68,12.97
ORD-003173,CUST-1330,Consumer,2022-02-07,Binder,Office Supplies,West,Los Angeles,4,8.92,0.15,30.33,10.7
ORD-003174,CUST-1851,Corporate,2024-05-29,Webcam,Technology,Central,Dallas,2,92.02,0.1,165.64,31.64
ORD-003175,CUST-1156,Consumer,2022-09-22,USB Hub,Technology,South,Nashville,3,45.27,0.0,135.81,18.67
ORD-003176,CUST-3620,Consumer,2023-07-11,Paper Ream,Office Supplies,Central,Dallas,6,7.91,0.0,47.46,14.69
ORD-003177,CUST-3294,Consumer,2022-10-17,Binder,Office Supplies,East,Miami,7,10.32,0.05,68.63,21.13
ORD-003178,CUST-3286,Consumer,2024-05-23,Highlighters,Office Supplies,West,Phoenix,2,15.82,0.2,25.31,9.73
ORD-003179,CUST-2035,Consumer,2023-06-05,Notebook,Office Supplies,West,Los Angeles,2,11.71,0.05,22.25,8.09
ORD-003180,CUST-2356,Corporate,2024-12-10,Monitor,Technology,East,Atlanta,1,378.82,0.2,303.06,57.37
ORD-003181,CUST-1696,Corporate,2024-04-25,Monitor,Technology,East,Boston,2,317.11,0.25,475.67,78.39
ORD-003182,CUST-3679,Corporate,2023-10-13,Whiteboard,Furniture,West,Los Angeles,2,148.61,0.0,297.22,53.72
ORD-003183,CUST-1665,Corporate,2022-09-08,Scissors,Office Supplies,West,San Francisco,1,8.94,0.2,7.15,2.48
ORD-003184,CUST-3245,Consumer,2022-04-09,Filing Cabinet,Furniture,West,Denver,1,204.54,0.0,204.54,54.13
ORD-003185,CUST-3920,Consumer,2022-04-28,Storage Ottoman,Furniture,West,Seattle,3,117.7,0.1,317.79,74.53
ORD-003186,CUST-2350,Corporate,2022-11-04,Stapler,Office Supplies,Central,Dallas,1,24.16,0.15,20.54,7.2
ORD-003187,CUST-3261,Corporate,2024-07-01,Binder,Office Supplies,Central,Minneapolis,3,9.53,0.2,22.87,8.77
ORD-003188,CUST-1974,Consumer,2024-12-24,Filing Cabinet,Furniture,South,Charlotte,3,156.9,0.0,470.7,105.16
ORD-003189,CUST-2267,Corporate,2024-12-03,Binder,Office Supplies,Central,Kansas City,2,8.67,0.0,17.34,6.28
ORD-003190,CUST-2492,Corporate,2023-08-28,Printer,Technology,East,Philadelphia,2,312.84,0.05,594.4,126.29
ORD-003191,CUST-3455,Corporate,2023-10-20,Headphones,Technology,East,Miami,1,174.72,0.15,148.51,20.22
ORD-003192,CUST-2686,Home Office,2023-12-15,Pen Set,Office Supplies,Central,Kansas City,2,15.58,0.05,29.6,9.88
ORD-003193,CUST-1002,Corporate,2022-06-29,Whiteboard,Furniture,Central,Chicago,4,159.81,0.15,543.35,95.13
ORD-003194,CUST-3700,Home Office,2022-08-12,Binder,Office Supplies,South,New Orleans,1,8.25,0.25,6.19,2.2
ORD-003195,CUST-2878,Consumer,2024-11-09,Monitor,Technology,West,Denver,1,312.67,0.05,297.04,66.65
ORD-003196,CUST-1433,Corporate,2023-07-30,Stapler,Office Supplies,West,Phoenix,1,24.01,0.05,22.81,7.77
ORD-003197,CUST-3594,Home Office,2022-09-17,Scissors,Office Supplies,East,Atlanta,4,9.57,0.25,28.71,10.08
ORD-003198,CUST-2989,Corporate,2023-03-09,USB Hub,Technology,South,Nashville,4,35.53,0.0,142.12,24.12
ORD-003199,CUST-3670,Consumer,2024-11-14,Binder,Office Supplies,East,Atlanta,2,8.36,0.0,16.72,5.85
ORD-003200,CUST-1209,Corporate,2024-03-21,Sticky Notes,Office Supplies,South,Tampa,1,5.72,0.05,5.43,1.85
ORD-003201,CUST-3505,Corporate,2023-08-06,Notebook,Office Supplies,East,Miami,4,10.27,0.0,41.08,13.03
ORD-003202,CUST-1177,Consumer,2023-09-27,Sticky Notes,Office Supplies,East,Philadelphia,3,5.18,,13.99,5.28
ORD-003203,CUST-2219,Corporate,2023-08-07,Bookshelf,Furniture,West,Seattle,2,240.71,0.2,385.14,73.38
ORD-003204,CUST-3374,Corporate,2023-06-15,Scissors,Office Supplies,Central,Chicago,3,10.71,0.0,32.13,10.43
ORD-003205,CUST-2287,Consumer,2024-05-28,Desk Lamp,Furniture,East,Atlanta,1,72.87,0.0,72.87,19.55
ORD-003206,CUST-3155,Consumer,2022-05-28,Calendar,Office Supplies,East,Atlanta,3,17.73,0.15,45.21,17.81
ORD-003207,CUST-3671,Corporate,2022-04-27,Sticky Notes,Office Supplies,East,Boston,1,6.4,0.0,6.4,2.2
ORD-003208,CUST-1104,Corporate,2023-01-31,Calendar,Office Supplies,South,New Orleans,2,13.94,0.25,20.91,7.82
ORD-003209,CUST-1055,Consumer,2024-12-10,Tablet,Technology,East,Boston,2,482.97,0.05,917.64,173.93
ORD-003210,CUST-1177,Corporate,2023-11-14,Printer,Technology,West,Denver,1,311.27,0.15,264.58,44.59
ORD-003211,CUST-3844,Corporate,2024-07-28,Keyboard,Technology,East,Boston,3,76.29,0.2,183.1,25.74
ORD-003212,CUST-1219,Consumer,2023-06-22,Monitor,Technology,East,Boston,1,367.3,0.1,330.57,49.55
ORD-003213,CUST-3508,Consumer,2023-08-22,Paper Ream,Office Supplies,East,New York,1,9.05,0.1,8.15,2.8
ORD-003214,CUST-1171,Home Office,2024-07-13,Mouse,Technology,East,Philadelphia,2,38.54,0.15,65.52,11.8
ORD-003215,CUST-2476,Corporate,2023-12-26,Laptop,Technology,West,Seattle,1,1135.8,0.2,908.64,152.32
ORD-003216,CUST-3445,Consumer,2023-05-26,Highlighters,Office Supplies,Central,Chicago,4,14.72,0.0,58.88,20.79
ORD-003217,CUST-2659,Consumer,2022-03-02,Calendar,Office Supplies,Central,Houston,1,16.43,0.0,16.43,5.4
ORD-003218,CUST-2160,Consumer,2024-01-17,Keyboard,Technology,Central,Chicago,1,76.38,0.05,72.56,11.06
ORD-003219,CUST-2393,Corporate,2024-01-28,Paper Ream,Office Supplies,South,Charlotte,3,8.05,0.0,24.15,9.53
ORD-003220,CUST-2995,Corporate,2022-01-14,USB Hub,Technology,Central,Minneapolis,3,36.35,0.05,103.6,21.93
ORD-003221,CUST-1785,Corporate,2024-09-26,Sticky Notes,Office Supplies,West,San Francisco,1,6.11,0.05,5.8,1.89
ORD-003222,CUST-2000,Consumer,2022-12-31,Sticky Notes,Office Supplies,West,Denver,2,5.17,0.2,8.27,3.1
ORD-003223,CUST-1254,Corporate,2024-11-05,Bookshelf,Furniture,South,Austin,1,190.14,0.2,152.11,36.6
ORD-003224,CUST-2893,Consumer,2022-03-18,Desk Lamp,Furniture,East,Miami,2,70.51,0.0,141.02,33.82
ORD-003225,CUST-1855,Consumer,2023-03-01,Binder,Office Supplies,West,Los Angeles,1,8.7,0.0,8.7,2.96
ORD-003226,CUST-3982,Consumer,2022-08-23,Calendar,Office Supplies,East,Boston,7,16.38,0.2,91.73,28.15
ORD-003227,CUST-2547,Corporate,2022-11-19,Paper Ream,Office Supplies,East,New York,2,8.02,0.05,15.24,5.35
ORD-003228,CUST-1653,Consumer,2022-02-20,Pen Set,Office Supplies,South,Nashville,2,15.43,0.0,30.86,11.79
ORD-003229,CUST-2820,Corporate,2023-04-23,Office Chair,Furniture,South,Austin,2,325.18,0.0,650.36,129.13
ORD-003230,CUST-3217,Corporate,2023-10-26,Laptop,Technology,West,Denver,2,1127.3,0.15,1916.41,409.26
ORD-003231,CUST-1685,Consumer,2024-11-03,Bookshelf,Furniture,West,San Francisco,2,250.84,0.0,501.68,105.02
ORD-003232,CUST-2327,Consumer,2024-01-19,Office Chair,Furniture,West,Phoenix,2,353.27,0.1,635.89,143.2
ORD-003233,CUST-1079,Corporate,2024-05-03,Calendar,Office Supplies,West,Denver,4,14.71,0.2,47.07,16.63
ORD-003234,CUST-3253,Consumer,2023-11-15,Sticky Notes,Office Supplies,West,Seattle,4,6.56,0.25,19.68,6.33
ORD-003235,CUST-2960,Consumer,2023-07-13,SSD Drive,Technology,West,Los Angeles,5,138.41,,622.85,102.53
ORD-003236,CUST-2858,Home Office,2024-11-18,Notebook,Office Supplies,West,Denver,1,10.82,0.2,8.66,2.99
ORD-003237,CUST-1600,Home Office,2022-10-07,Webcam,Technology,East,New York,3,90.79,0.0,272.37,40.53
ORD-003238,CUST-3643,Corporate,2022-12-03,Pen Set,Office Supplies,West,Phoenix,1,19.94,0.2,15.95,5.15
ORD-003239,CUST-3626,Consumer,2022-11-23,Desk Lamp,Furniture,Central,Minneapolis,2,64.62,0.2,103.39,19.8
ORD-003240,CUST-1781,Home Office,2024-08-12,SSD Drive,Technology,East,Boston,1,121.1,0.15,102.93,20.78
ORD-003241,CUST-3753,Corporate,2023-05-03,Sticky Notes,Office Supplies,East,Philadelphia,2,6.49,0.0,12.98,4.82
ORD-003242,CUST-3278,Corporate,2022-06-25,USB Hub,technology,West,Denver,1,42.83,0.0,42.83,9.71
ORD-003243,CUST-1420,Consumer,2024-12-16,Storage Ottoman,Furniture,South,New Orleans,1,120.59,0.0,120.59,22.75
ORD-003244,CUST-1238,Consumer,2024-08-23,SSD Drive,Technology,Central,Chicago,1,115.4,0.0,115.4,23.64
ORD-003245,CUST-1621,Corporate,2024-02-16,Tablet,Technology,Central,Kansas City,4,495.45,0.15,1684.53,344.7
ORD-003246,CUST-3770,Consumer,2024-11-02,Monitor,Technology,East,New York,3,360.98,0.0,1082.94,142.77
ORD-003247,CUST-1608,Consumer,2022-01-25,Calendar,Office Supplies,West,San Francisco,3,15.1,0.15,38.5,11.59
ORD-003248,CUST-2927,Consumer,2022-11-20,SSD Drive,Technology,Central,Dallas,5,111.79,0.0,558.95,110.9
ORD-003249,CUST-3454,Consumer,2023-11-15,Scissors,Office Supplies,West,Phoenix,3,9.3,0.25,20.93,7.94
ORD-003250,CUST-3656,Consumer,2024-12-22,Storage Ottoman,Furniture,West,San Francisco,1,103.62,0.1,93.26,24.55
ORD-003251,CUST-3785,Home Office,2024-06-21,USB Hub,Technology,West,San Francisco,1,38.14,0.1,34.33,6.15
ORD-003252,CUST-2735,Corporate,2023-04-16,Mouse,Technology,East,Atlanta,1,48.62,0.05,46.19,7.25
ORD-003253,CUST-2311,Consumer,2022-01-10,Storage Ottoman,Furniture,East,Miami,10,101.51,,812.08,154.08
ORD-003254,CUST-3520,Corporate,2024-01-14,Calendar,Office Supplies,East,New York,7,16.36,0.1,103.07,32.44
ORD-003255,CUST-1866,Home Office,2022-03-13,Standing Desk,Furniture,West,Denver,7,776.05,0.1,4889.11,1263.63
ORD-003256,CUST-2087,Consumer,2023-12-30,Tape Dispenser,Office Supplies,West,Los Angeles,3,10.06,0.2,24.14,9.08
ORD-003257,CUST-2807,Corporate,2023-05-14,Monitor Stand,Furniture,West,Seattle,1,63.02,0.05,59.87,14.76
ORD-003258,CUST-3838,Home Office,2024-11-27,Monitor,Technology,Central,Chicago,1,333.07,0.0,333.07,57.33
ORD-003259,CUST-1679,Consumer,2023-10-21,Sticky Notes,Office Supplies,Central,Kansas City,2,6.53,0.2,10.45,3.7
ORD-003260,CUST-2859,Corporate,2022-04-18,Monitor Stand,Furniture,East,Boston,2,63.17,0.0,126.34,29.25
ORD-003261,CUST-2417,Corporate,2023-12-05,Webcam,Technology,South,New Orleans,2,91.16,0.0,182.32,36.38
ORD-003262,CUST-1671,Corporate,2023-08-31,Stapler,Office Supplies,East,Philadelphia,2,24.89,0.0,49.78,18.76
ORD-003263,CUST-2154,Consumer,2022-05-12,Storage Ottoman,Furniture,Central,Dallas,1,96.44,,96.44,21.24
ORD-003264,CUST-3391,Consumer,2022-01-11,Scissors,Office Supplies,East,Miami,1,8.56,0.1,7.7,2.71
ORD-003265,CUST-1738,Consumer,2024-08-29,Standing Desk,Furniture,Central,Houston,1,581.05,0.25,435.79,96.49
ORD-003266,CUST-2409,Corporate,2022-04-08,Storage Ottoman,Furniture,East,Atlanta,7,112.41,0.0,786.87,184.55
ORD-003267,CUST-3534,Consumer,2024-10-28,Stapler,Office Supplies,East,Miami,7,21.44,0.2,120.06,45.44
ORD-003268,CUST-3100,Consumer,2023-08-24,Tape Dispenser,Office Supplies,South,Charlotte,1,10.01,0.25,7.51,2.76
ORD-003269,CUST-1557,Corporate,2022-08-25,Whiteboard,Furniture,West,Los Angeles,4,152.69,0.0,610.76,148.95
ORD-003270,CUST-2781,Consumer,2023-11-04,Filing Cabinet,Furniture,South,New Orleans,9,186.76,0.2,1344.67,300.34
ORD-003271,CUST-1454,Consumer,2024-11-22,Standing Desk,Furniture,West,San Francisco,5,601.07,0.05,2855.08,557.27
ORD-003272,CUST-3740,Consumer,2023-05-12,Tablet,Technology,Central,Minneapolis,8,541.6,0.1,3899.52,778.65
ORD-003273,CUST-3872,Home Office,2022-10-06,Monitor,Technology,East,Miami,2,360.08,0.15,612.14,101.89
ORD-003274,CUST-3123,Consumer,2023-11-18,Notebook,Office Supplies,West,Phoenix,3,11.47,0.25,25.81,9.68
ORD-003275,CUST-2226,Consumer,2022-09-25,Mouse,Technology,East,Boston,1,47.41,0.0,47.41,8.51
ORD-003276,CUST-3603,Corporate,2022-05-19,SSD Drive,Technology,Central,Minneapolis,2,141.37,0.0,282.74,51.93
ORD-003277,CUST-3861,Consumer,2022-11-18,SSD Drive,Technology,East,New York,3,140.57,0.15,358.45,61.27
ORD-003278,CUST-2306,Corporate,2024-03-20,Bookshelf,Furniture,East,New York,1,246.1,0.25,184.57,49.75
ORD-003279,CUST-2335,Corporate,2023-04-20,Printer,Technology,East,Miami,1,247.98,0.15,210.78,46.16
ORD-003280,CUST-3714,Corporate,2022-11-06,Tablet,Technology,West,Denver,4,461.74,0.0,1846.96,389.9
ORD-003281,CUST-3927,Corporate,2023-07-13,Monitor Stand,Furniture,South,Charlotte,10,60.92,0.0,609.2,121.48
ORD-003282,CUST-1147,Consumer,2023-08-10,Stapler,Office Supplies,South,Austin,1,23.39,0.0,23.39,7.97
ORD-003283,CUST-1652,Home Office,2024-11-07,Monitor,Technology,Central,Dallas,2,386.54,0.05,734.43,138.89
ORD-003284,CUST-2968,Corporate,2022-09-17,USB Hub,Technology,East,Philadelphia,3,40.05,0.2,96.12,21.85
ORD-003285,CUST-2551,Home Office,2024-12-19,Tablet,Technology,West,San Francisco,3,433.36,0.15,1105.07,239.03
ORD-003286,CUST-2100,Consumer,2024-07-08,Stapler,Office Supplies,East,Miami,1,21.88,0.0,21.88,7.79
ORD-003287,CUST-2089,Corporate,2023-04-12,Laptop,Technology,West,Denver,1,1139.55,0.2,911.64,195.91
ORD-003288,CUST-2855,Consumer,2024-11-28,Headphones,Technology,West,Phoenix,7,181.17,0.25,951.14,200.31
ORD-003289,CUST-3890,Corporate,2023-11-27,Notebook,Office Supplies,West,San Francisco,1,12.69,0.0,12.69,4.35
ORD-003290,CUST-2835,Home Office,2022-12-15,Keyboard,Technology,West,San Francisco,6,77.29,0.25,347.81,51.29
ORD-003291,CUST-2189,Home Office,2023-11-10,Keyboard,Technology,West,San Francisco,2,79.54,0.1,143.17,22.38
ORD-003292,CUST-1425,Consumer,2022-03-21,Filing Cabinet,Furniture,South,Tampa,-1,164.33,0.25,369.74,66.14
ORD-003293,CUST-2169,Consumer,2024-05-12,Tape Dispenser,Office Supplies,East,Atlanta,2,9.54,0.0,19.08,7.1
ORD-003294,CUST-2216,Home Office,2024-02-18,Paper Ream,Office Supplies,Central,Houston,2,8.13,0.2,13.01,4.64
ORD-003295,CUST-1667,Consumer,2022-11-23,Webcam,Technology,East,Boston,7,91.17,0.2,510.55,69.17
ORD-003296,CUST-3774,Corporate,2023-11-08,Binder,Office Supplies,South,Tampa,6,9.47,0.25,42.62,16.21
ORD-003297,CUST-3273,Corporate,2023-11-21,Scissors,Office Supplies,South,Tampa,1,9.05,0.1,8.15,3.03
ORD-003298,CUST-2003,Corporate,2023-04-07,Monitor,Technology,South,New Orleans,5,306.35,0.0,1531.75,309.25
ORD-003299,CUST-1916,Consumer,2023-11-18,Monitor,Technology,Central,Kansas City,1,374.11,0.05,355.4,71.71
ORD-003300,CUST-2499,Corporate,2024-11-04,Office Chair,Furniture,South,Austin,5,337.26,0.15,1433.36,249.63
ORD-003301,CUST-1678,Corporate,2024-12-16,Webcam,Technology,East,Miami,2,81.41,0.05,154.68,22.41
ORD-003302,CUST-3381,Corporate,2024-01-24,Desk Lamp,Furniture,East,Miami,6,66.14,0.2,317.47,66.4
ORD-003303,CUST-1104,Home Office,2024-01-30,SSD Drive,Technology,East,Atlanta,1,143.45,0.15,121.93,17.91
ORD-003304,CUST-2172,Home Office,2024-12-27,Mouse,Technology,West,,2,38.66,0.2,61.86,13.66
ORD-003305,CUST-3169,Corporate,2022-12-22,Desk Lamp,Furniture,Central,Dallas,3,57.14,0.0,171.42,36.88
ORD-003306,CUST-3907,Consumer,2022-05-18,Standing Desk,Furniture,Central,Chicago,1,769.45,0.2,615.56,117.7
ORD-003307,CUST-3723,Consumer,2022-11-26,Headphones,Technology,West,Seattle,2,154.6,0.25,231.9,36.59
